claim_id,claim_text,source,verifier,status
B021,USDA SNAP Retailer Locator historical data current through 31 December 2025 available as zipped CSV,https://www.fns.usda.gov/snap/retailer-locator,stream_B,verified
B022,EPA EJScreen was removed from the EPA website on 5 February 2025; Public Environmental Data Partners hosts reconstructed 2.3 version,https://pedp-ejscreen.azurewebsites.net/,stream_B,verified
B023,EJScreen 2015-2023 data available in Harvard Dataverse archive,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/RLR5AX,stream_B,verified
B024,EPA AirNow offers real-time PM2.5 and ozone data via API at docs.airnowapi.org,https://www.airnow.gov/,stream_B,verified
B025,NaNDA National Neighborhood Data Archive hosted on ICPSR with tract ZCTA and county tables,https://www.icpsr.umich.edu/web/ICPSR/series/1920,stream_B,verified
B026,FBI Crime Data Explorer hosts bulk NIBRS files including master files back to 1985,https://cde.ucr.cjis.gov/,stream_B,verified
B027,Gun Violence Archive provides Export to CSV from report pages; mass shooting report 2026 available,https://www.gunviolencearchive.org/,stream_B,verified
B028,Head Start Service Location Datasets builder available on headstart.gov,https://headstart.gov/about-us/article/head-start-service-location-datasets,stream_B,verified
B029,SAMHSA N-SSATS and N-MHSS were merged in 2021 into N-SUMHSS; 2024 survey data available,https://www.samhsa.gov/data/data-we-collect/n-sumhss-national-substance-use-and-mental-health-services-survey,stream_B,verified
B030,HRSA UDS 2024 Health Center data available on HRSA Data Warehouse with February 2025 submission deadline,https://data.hrsa.gov/topics/health-centers/uds,stream_B,verified
B031,HRSA AHRF 2024-2025 release on HRSA Data Warehouse with 86 files updated 18 December 2025 county-level,https://data.hrsa.gov/data/download,stream_B,verified
B032,Mapping Inequality HOLC project on University of Richmond DSL hosts 7148 neighborhoods across 143 cities in Shapefile and GeoJSON,https://dsl.richmond.edu/panorama/redlining/,stream_B,verified
B033,Chicago Crimes 2001 to Present dataset on Chicago Data Portal with Socrata API and daily update,https://data.cityofchicago.org/Public-Safety/Crimes-2001-to-Present/ijzp-q8t2,stream_B,verified
B034,Illinois IDPH Vital Statistics page publishes Chicago and county-level vital records including infant mortality 1920-2018,https://dph.illinois.gov/data-statistics/vital-statistics.html,stream_B,flagged_ui_only_no_bulk_download
B035,AFFH Data Tool (AFFH-T) remained accessible in 2026 but HUD withdrew the 2023 AFFH rule in March 2025 in favor of self-certification,https://www.hudexchange.info/trainings/affh-t-video-series/,stream_B,verified_with_caveat
B036,Eviction Lab data accessible via email form with tract and block-group level 2000-2016 historical plus ongoing tracking,https://evictionlab.org/get-the-data/,stream_B,verified
B037,Metropolitan Planning Council Chicago operates at metroplanning.org with transit zoning and planning research resources,https://metroplanning.org/,stream_B,verified
B038,Northwestern Institute for Policy Research maintains Research Tools & Apps at ipr.northwestern.edu,https://ipr.northwestern.edu/,stream_B,verified_structure_only
B039,CDC PLACES 2024 release shifted to 2020 census-tract geographies from 2010 geographies used in prior releases,https://www.cdc.gov/places/about/index.html,stream_B,verified
B040,HUD Housing Choice Voucher poverty-map tool at huduser.gov/portal/maps/hcv is marked as no longer updated,https://www.huduser.gov/portal/maps/hcv/home.html,stream_B,verified_deprecated
